LoanID,CustomerID,LoanAmount,InterestRate,TermMonths,OriginationDate,Status,RiskGradeAtOrigination
32879,3156,38903.0,4.31,24,2018-02-06,PaidOff,C
32880,9279,107383.0,9.26,24,2017-11-18,PaidOff,D
32881,1963,52089.0,11.56,36,2019-03-21,PaidOff,D
32882,6006,6649.0,9.43,48,2023-03-24,Current,A
32883,6982,79599.0,10.52,36,2023-06-11,Current,D
32884,3810,15289.0,6.11,24,2024-07-16,Current,C
32885,3016,336764.0,4.91,36,2020-10-02,PaidOff,A
32886,8575,23933.0,8.17,36,2015-08-01,PaidOff,D
32887,4812,17248.0,5.35,24,2018-10-28,PaidOff,C
32888,1817,48506.0,6.37,48,2021-08-27,PaidOff,D
32889,8956,43206.0,5.17,48,2016-03-15,PaidOff,B
32890,9526,13993.0,8.64,36,2016-01-27,Current,B
32891,6954,138931.0,9.03,48,2017-01-10,PaidOff,D
32892,5891,162323.0,8.28,36,2018-11-19,PaidOff,B
32893,9915,56590.0,5.07,60,2024-07-03,Current,A
32894,1366,42550.0,7.46,24,2021-11-09,PaidOff,B
32895,10611,380257.0,4.8,36,2022-03-10,Current,B
32896,5895,111434.0,8.15,36,2017-10-24,Defaulted,E
32897,9758,1569050.0,4.11,24,2015-06-16,PaidOff,C
32898,10539,10644.0,7.92,48,2020-10-31,PaidOff,D
32899,5874,21728.0,12.18,24,2022-04-13,Current,D
32900,3538,109439.0,6.26,36,2016-01-28,PaidOff,A
32901,5332,61284.0,8.46,48,2018-01-19,PaidOff,D
32902,7951,20625.0,7.31,36,2024-09-23,Current,B
32903,3788,25726.0,9.21,48,2023-06-01,Current,C
32904,1962,11351.0,8.52,36,2024-09-15,Defaulted,E
32905,4721,231084.0,5.92,36,2019-09-03,Current,D
32906,5153,11697.0,7.74,48,2016-11-29,Current,D
32907,4976,121708.0,6.98,36,2020-03-10,PaidOff,D
32908,2962,46538.0,8.27,60,2018-06-27,PaidOff,D
32909,6807,35111.0,7.78,12,2024-03-22,Current,D
32910,8835,112785.0,9.16,36,2023-07-04,PaidOff,D
32911,5159,9731.0,4.74,48,2023-08-20,Current,A
32912,2891,78561.0,7.6,36,2022-02-18,Defaulted,D
32913,6907,16623.0,9.12,36,2017-12-16,PaidOff,E
32914,6031,8689.0,5.54,36,2020-05-27,Current,D
32915,2374,5673.0,9.18,12,2019-08-09,PaidOff,D
32916,5591,31483.0,10.08,48,2015-02-07,PaidOff,E
32917,4742,67384.0,5.5,60,2021-05-31,Current,B
32918,3770,511506.0,6.51,24,2023-01-03,PaidOff,C
32919,5842,10183.0,6.73,60,2018-04-07,PaidOff,D
32920,3369,55331.0,7.67,24,2020-09-02,PaidOff,C
32921,1206,21513.0,4.48,48,2023-10-26,Current,C
32922,10184,6475.0,6.42,24,2016-03-08,Current,B
32923,9894,23282.0,7.73,24,2019-11-22,PaidOff,B
32924,5931,13203.0,7.42,36,2016-01-05,Current,D
32925,1401,69047.0,5.13,24,2022-06-17,PaidOff,B
32926,1769,278717.0,8.06,48,2022-06-27,Current,B
32927,7146,57330.0,7.21,48,2017-06-29,PaidOff,C
32928,8116,87189.0,7.94,48,2020-12-31,Current,D
32929,9396,62329.0,11.08,36,2021-02-26,Current,E
32930,8150,53883.0,6.79,12,2020-12-01,PaidOff,D
32931,2600,27904.0,7.19,36,2024-01-20,PaidOff,A
32932,6149,223636.0,7.79,36,2019-03-23,PaidOff,E
32933,10513,65820.0,4.63,36,2015-03-13,PaidOff,B
32934,5847,177718.0,6.03,36,2023-08-17,Current,D
32935,3361,62686.0,4.94,48,2023-02-14,PaidOff,B
32936,4393,13960.0,5.95,24,2021-11-18,Current,B
32937,4938,41596.0,6.71,36,2022-08-16,PaidOff,C
32938,1155,65228.0,6.41,12,2016-01-28,Current,C
32939,3243,58616.0,5.42,36,2016-02-10,PaidOff,C
32940,7702,46299.0,6.76,36,2015-02-12,Current,C
32941,4779,28985.0,4.16,60,2015-05-22,Current,B
32942,7428,111265.0,8.59,36,2021-05-09,PaidOff,D
32943,6679,8158.0,6.78,12,2022-11-05,Current,A
32944,5769,16369.0,11.0,36,2021-05-26,Current,E
32945,8157,107253.0,7.41,36,2015-01-23,Defaulted,C
32946,9941,12436.0,6.23,24,2021-03-17,Current,A
32947,7198,95552.0,8.39,48,2024-05-05,Current,A
32948,6479,11302.0,9.72,12,2019-02-23,PaidOff,E
32949,7424,13169.0,8.06,12,2022-01-22,PaidOff,A
32950,10646,15413.0,5.64,48,2019-05-05,Current,A
32951,6933,12090.0,7.19,36,2024-12-17,PaidOff,B
32952,10552,430255.0,6.01,36,2021-01-05,Current,C
32953,9646,51686.0,7.73,36,2016-10-07,PaidOff,C
32954,8443,512371.0,6.28,36,2019-01-11,PaidOff,A
32955,1746,19421.0,10.72,36,2015-12-01,Current,D
32956,9750,17230.0,5.66,36,2016-01-01,Current,B
32957,7570,793496.0,8.38,36,2024-09-09,Current,C
32958,8863,14103.0,9.97,24,2023-01-06,PaidOff,C
32959,2908,57205.0,7.88,36,2018-12-19,PaidOff,D
32960,8798,31796.0,9.56,36,2019-01-01,PaidOff,D
32961,5453,100307.0,5.7,36,2022-12-18,PaidOff,A
32962,4172,31575.0,11.16,36,2020-11-24,Current,D
32963,7161,208717.0,6.37,24,2021-11-17,Current,D
32964,4234,10715.0,6.24,36,2016-12-04,Current,D
32965,5128,42079.0,8.36,36,2023-07-30,PaidOff,D
32966,10568,22752.0,4.09,24,2020-05-22,Current,A
32967,4125,13201.0,6.7,36,2020-04-15,PaidOff,D
32968,1709,26423.0,4.98,36,2017-06-04,PaidOff,D
32969,5908,31964.0,4.83,60,2016-09-12,Current,C
32970,1802,76744.0,8.25,24,2022-09-19,Current,C
32971,2034,52582.0,9.08,36,2016-05-13,PaidOff,C
32972,9078,17224.0,7.49,36,2015-10-09,Current,D
32973,3682,84175.0,6.42,36,2020-07-01,PaidOff,D
32974,2632,6607.0,7.83,48,2019-03-28,PaidOff,B
32975,2245,11196.0,7.72,36,2020-09-05,PaidOff,A
32976,10297,83792.0,6.87,36,2024-07-31,Current,A
32977,8860,192360.0,4.2,36,2021-03-30,PaidOff,A
32978,2022,136415.0,6.61,36,2016-05-06,PaidOff,C
32979,2530,10216.0,6.42,24,2022-06-22,Current,B
32980,4589,149491.0,6.94,36,2018-09-29,Current,A
32981,8110,31551.0,9.82,36,2022-10-15,Defaulted,D
32982,2000,59634.0,6.17,60,2021-12-02,PaidOff,C
32983,3645,44449.0,5.6,48,2019-04-12,PaidOff,B
32984,8520,7167.0,6.61,36,2018-11-26,Defaulted,D
32985,10366,19658.0,5.84,48,2022-09-25,Current,E
32986,9431,25948.0,4.86,60,2016-05-19,Current,D
32987,7075,5078.0,10.84,60,2020-01-16,Current,D
32988,10600,38381.0,7.23,24,2017-04-20,PaidOff,D
32989,9369,47452.0,7.72,24,2017-02-02,PaidOff,E
32990,6070,231173.0,4.95,36,2023-07-14,PaidOff,A
32991,9155,18280.0,5.29,36,2023-07-15,PaidOff,A
32992,9266,95116.0,9.86,36,2016-12-31,PaidOff,E
32993,10128,83163.0,4.44,36,2017-11-29,PaidOff,A
32994,9690,20081.0,10.29,24,2015-07-16,PaidOff,E
32995,7058,45900.0,8.75,36,2019-08-04,PaidOff,C
32996,2545,64309.0,8.22,36,2015-05-04,PaidOff,C
32997,6311,7369.0,5.35,36,2015-12-30,Defaulted,B
32998,6369,501589.0,5.69,60,2015-04-16,PaidOff,D
32999,6188,14286.0,8.29,36,2021-02-04,Current,A
33000,1584,19234.0,6.29,12,2015-02-13,PaidOff,A
33001,6752,11643.0,5.44,36,2021-08-10,Current,C
33002,6085,29580.0,8.12,36,2020-09-07,Current,D
33003,1802,12147.0,6.8,60,2016-09-19,PaidOff,D
33004,2805,66837.0,6.37,36,2021-05-29,PaidOff,C
33005,3644,11590.0,8.2,36,2020-03-30,PaidOff,C
33006,6878,167798.0,7.74,24,2016-09-17,PaidOff,C
33007,1216,13347.0,10.16,48,2016-12-05,Current,D
33008,4053,55189.0,8.17,24,2021-02-22,Current,C
33009,5244,62695.0,5.95,36,2019-09-06,Current,B
33010,5907,112816.0,4.98,36,2017-10-13,PaidOff,B
33011,1637,88246.0,9.09,36,2024-08-14,PaidOff,D
33012,2820,9582.0,7.9,36,2021-03-06,Current,D
33013,10875,41323.0,9.94,24,2019-10-17,Current,E
33014,9721,57384.0,9.94,36,2021-07-25,Current,E
33015,10364,8895.0,6.18,36,2018-11-25,PaidOff,C
33016,1005,81564.0,7.92,24,2021-04-18,Current,D
33017,5099,19138.0,7.5,12,2023-05-08,Current,C
33018,1548,54067.0,6.64,24,2015-08-30,PaidOff,C
33019,7523,59991.0,6.57,36,2015-12-02,Current,A
33020,9531,148835.0,9.59,36,2019-04-10,Defaulted,E
33021,9660,52705.0,10.75,24,2017-11-13,PaidOff,C
33022,2915,129993.0,6.28,36,2016-09-15,PaidOff,A
33023,7270,165307.0,8.31,36,2022-07-27,Current,D
33024,8333,8722.0,7.2,36,2015-08-08,PaidOff,C
33025,10860,96686.0,4.81,48,2021-07-19,Current,B
33026,1725,75769.0,6.84,48,2019-10-28,PaidOff,D
33027,5305,70546.0,5.41,48,2022-07-13,Current,B
33028,3668,10594.0,6.74,36,2016-05-08,Current,A
33029,6846,177845.0,6.35,60,2016-10-23,PaidOff,C
33030,9380,112821.0,5.13,36,2015-12-21,Defaulted,E
33031,8535,5934.0,5.86,36,2017-03-27,PaidOff,D
33032,5928,19139.0,4.73,24,2019-04-12,Current,A
33033,4850,23600.0,6.31,36,2023-05-30,Current,D
33034,1088,125596.0,7.62,12,2024-12-20,Defaulted,E
33035,10704,12348.0,7.77,36,2017-09-14,PaidOff,D
33036,4020,6763.0,6.06,36,2018-08-22,PaidOff,A
33037,2844,91543.0,8.71,36,2015-10-05,Current,D
33038,3494,96096.0,8.63,60,2022-08-23,Current,C
33039,8860,113773.0,8.53,36,2024-08-21,Current,B
33040,9356,5199.0,4.84,60,2018-09-12,Current,A
33041,7996,132420.0,6.6,36,2020-12-10,Current,C
33042,5620,34418.0,8.55,36,2021-09-19,Current,C
33043,3671,55539.0,9.71,48,2015-12-31,PaidOff,B
33044,9402,245669.0,5.61,12,2022-03-22,PaidOff,A
33045,6852,91224.0,6.83,48,2019-01-06,Current,D
33046,10040,15766.0,5.41,48,2020-12-21,Current,C
33047,7556,120132.0,7.86,60,2022-12-20,PaidOff,C
33048,5430,11331.0,5.05,24,2022-07-06,Defaulted,E
33049,7709,14555.0,7.99,24,2018-01-19,Current,D
33050,9164,324432.0,9.49,36,2018-04-29,PaidOff,E
33051,2389,24168.0,6.97,48,2020-01-27,Current,D
33052,10263,43652.0,7.02,36,2018-01-12,PaidOff,C
33053,7231,70896.0,7.74,48,2016-03-24,PaidOff,D
33054,1140,37461.0,6.21,36,2021-03-11,Current,B
33055,7213,8425.0,8.99,36,2021-08-31,PaidOff,D
33056,7287,33600.0,7.02,24,2016-11-02,PaidOff,B
33057,5580,26865.0,5.54,24,2023-03-02,Current,C
33058,6134,11032.0,8.03,36,2020-02-26,PaidOff,D
33059,3297,62670.0,6.08,24,2021-08-02,PaidOff,C
33060,1036,30489.0,6.86,36,2015-07-07,PaidOff,A
33061,6867,20835.0,6.46,36,2018-09-03,PaidOff,A
33062,5809,27880.0,6.05,24,2015-12-28,Current,A
33063,1439,63751.0,10.67,36,2020-07-04,Current,D
33064,3061,68214.0,11.32,60,2021-05-13,Current,E
33065,6173,23980.0,7.09,24,2021-05-26,PaidOff,E
33066,3531,249992.0,8.89,12,2020-11-21,Current,D
33067,7791,359694.0,7.72,36,2022-11-29,PaidOff,B
33068,9089,14008.0,6.29,24,2020-09-19,PaidOff,B
33069,9479,17737.0,6.85,36,2023-04-18,Current,C
33070,4174,5983.0,8.11,48,2023-01-23,Current,B
33071,8963,11791.0,7.33,48,2018-12-13,Current,A
33072,6719,88551.0,6.19,36,2017-01-22,PaidOff,C
33073,5529,16013.0,8.47,36,2019-01-24,Current,C
33074,10282,61776.0,9.26,36,2023-11-14,Current,C
33075,8720,16328.0,8.73,48,2016-03-25,PaidOff,D
33076,6303,17461.0,8.37,36,2016-05-21,PaidOff,E
33077,9269,11153.0,7.54,36,2018-06-20,PaidOff,B
33078,10859,28214.0,7.29,60,2021-05-23,PaidOff,B
33079,4967,87303.0,9.45,36,2015-07-15,PaidOff,D
33080,10188,14022.0,12.95,36,2024-06-29,Defaulted,D
33081,2540,21925.0,7.6,36,2020-06-04,Defaulted,E
33082,5765,100607.0,4.51,36,2022-08-05,Current,A
33083,8515,27225.0,4.93,36,2015-12-27,PaidOff,A
33084,9288,95786.0,7.06,36,2015-01-19,Defaulted,E
33085,6885,5791.0,6.14,60,2019-01-28,Current,D
33086,2089,33777.0,8.19,36,2021-06-23,Defaulted,D
33087,9083,156762.0,8.42,36,2023-01-28,Current,E
33088,8247,35905.0,10.69,36,2017-09-13,PaidOff,D
33089,4235,70472.0,8.57,12,2023-10-30,PaidOff,C
33090,3897,88843.0,7.15,24,2023-10-19,Current,D
33091,5546,61844.0,6.68,48,2016-04-21,PaidOff,D
33092,2254,441704.0,9.04,60,2018-09-20,Current,D
33093,6034,198713.0,6.34,36,2019-12-01,PaidOff,B
33094,5888,372659.0,7.85,60,2018-12-07,PaidOff,A
33095,2830,102909.0,10.79,48,2018-02-17,Current,D
33096,8731,7307.0,7.75,36,2021-12-19,Current,E
33097,9314,229178.0,5.14,60,2019-06-01,PaidOff,B
33098,8818,50128.0,8.73,36,2015-02-04,PaidOff,D
33099,10331,29584.0,8.01,36,2017-12-10,PaidOff,D
33100,3356,373653.0,7.18,48,2022-04-29,PaidOff,B
33101,9929,34480.0,8.32,36,2017-08-03,Current,C
33102,9646,74653.0,6.13,24,2021-10-10,Current,C
33103,4457,12645.0,9.39,36,2018-08-19,Current,D
33104,6568,18881.0,10.51,36,2024-02-20,Defaulted,E
33105,4474,32972.0,5.64,36,2024-07-18,PaidOff,A
33106,9831,146703.0,4.68,36,2022-04-27,PaidOff,A
33107,6212,41868.0,6.77,60,2016-06-17,PaidOff,C
33108,9759,236005.0,6.86,36,2023-12-26,Defaulted,E
33109,3957,30229.0,12.19,48,2024-01-24,Current,E
33110,9031,960829.0,8.12,60,2017-06-04,PaidOff,C
33111,6249,119995.0,5.86,36,2019-04-20,Current,C
33112,6160,126106.0,6.51,36,2022-11-14,Current,C
33113,4022,25944.0,6.33,24,2020-03-03,PaidOff,B
33114,10265,6443.0,7.76,36,2020-08-30,Current,D
33115,6475,77504.0,8.67,36,2022-05-12,PaidOff,C
33116,8524,108407.0,5.38,36,2020-05-21,PaidOff,A
33117,9168,43561.0,5.22,36,2022-05-03,Current,C
33118,5389,29735.0,8.39,36,2021-10-06,PaidOff,B
33119,7616,68065.0,4.82,24,2024-01-22,Current,A
33120,1566,174608.0,5.04,48,2020-06-11,PaidOff,B
33121,3964,27305.0,8.48,48,2019-09-20,PaidOff,C
33122,4892,8308.0,7.93,36,2021-06-18,Defaulted,D
33123,9552,8902.0,6.62,60,2024-02-11,Current,E
33124,2885,6741.0,8.51,60,2019-10-27,PaidOff,C
33125,1583,42796.0,7.32,48,2022-11-03,Current,E
33126,10135,12704.0,6.89,12,2020-07-06,PaidOff,B
33127,5220,525257.0,6.08,60,2023-09-26,PaidOff,B
33128,4307,152799.0,5.93,60,2022-10-04,Current,E
33129,9726,94422.0,6.78,48,2016-12-03,Current,A
33130,1838,21287.0,7.63,36,2019-03-31,PaidOff,A
33131,7348,27645.0,11.02,36,2017-08-14,PaidOff,E
33132,8464,18674.0,12.42,48,2018-11-06,PaidOff,E
33133,7161,60019.0,12.32,36,2016-04-13,Defaulted,D
33134,8324,159618.0,7.18,36,2022-09-05,Current,C
33135,5125,234854.0,4.63,36,2016-08-29,PaidOff,A
33136,3034,552815.0,4.44,24,2024-03-17,PaidOff,B
33137,2302,51772.0,8.82,36,2015-12-07,Current,D
33138,1399,13296.0,5.99,24,2023-09-30,PaidOff,A
33139,7099,81700.0,7.2,36,2015-01-12,Current,C
33140,5463,77508.0,7.18,48,2019-11-22,PaidOff,A
33141,8200,431288.0,8.84,36,2015-11-13,PaidOff,D
33142,1720,118556.0,6.29,36,2017-11-19,Current,D
33143,10073,98675.0,4.99,24,2017-05-03,PaidOff,A
33144,3098,17236.0,8.6,24,2015-11-08,Current,C
33145,3896,5839.0,5.86,36,2024-06-16,Current,B
33146,3797,91191.0,8.2,24,2015-03-18,PaidOff,D
33147,4358,71221.0,5.51,36,2016-06-15,PaidOff,C
33148,8170,47654.0,8.32,36,2022-12-05,Current,D
33149,6499,123733.0,10.29,36,2020-12-04,Defaulted,E
33150,6664,13457.0,5.82,24,2018-06-23,PaidOff,B
33151,6427,184064.0,7.21,36,2021-12-26,Current,C
33152,8606,34401.0,5.19,36,2022-08-24,PaidOff,D
33153,7653,123377.0,10.19,48,2021-08-05,Current,C
33154,9738,108738.0,5.29,36,2022-11-16,PaidOff,D
33155,4619,90372.0,8.9,36,2024-04-10,Current,D
33156,1857,94356.0,7.11,48,2020-03-22,Current,B
33157,1952,276654.0,10.03,36,2020-06-12,Current,C
33158,3998,54706.0,6.71,24,2016-05-14,PaidOff,D
33159,2151,434475.0,6.74,48,2023-04-28,Current,A
33160,2623,34507.0,5.77,24,2024-03-11,Current,A
33161,7133,39375.0,6.23,24,2015-09-08,PaidOff,C
33162,2437,33351.0,4.62,48,2021-08-06,Current,C
33163,7249,27837.0,7.15,48,2019-09-27,PaidOff,C
33164,7186,17093.0,8.18,24,2021-11-01,Current,C
33165,3359,14361.0,10.08,36,2017-01-09,Current,D
33166,5479,140425.0,6.4,36,2024-08-03,Current,E
33167,5434,123077.0,6.26,36,2017-08-15,PaidOff,A
33168,4282,59255.0,5.2,60,2023-10-26,Current,C
33169,7018,26505.0,8.51,36,2015-07-10,PaidOff,D
33170,8204,336014.0,6.53,24,2016-06-06,PaidOff,B
33171,10226,29355.0,6.81,36,2017-06-24,PaidOff,C
33172,3794,22974.0,6.25,60,2016-09-23,PaidOff,E
33173,2243,11352.0,5.23,60,2020-06-14,PaidOff,C
33174,2810,78701.0,5.9,48,2021-02-05,PaidOff,B
33175,6049,17188.0,5.58,60,2021-10-19,Current,C
33176,5374,113427.0,6.73,24,2023-08-20,Current,C
33177,2748,12017.0,8.8,36,2022-11-25,PaidOff,D
33178,2448,42319.0,5.94,36,2021-10-25,PaidOff,C
33179,10880,61145.0,8.62,24,2018-06-09,PaidOff,D
33180,1363,13115.0,8.9,36,2017-06-13,Defaulted,C
33181,4697,133229.0,4.36,48,2022-10-13,PaidOff,B
33182,10390,50949.0,7.98,36,2020-01-01,PaidOff,D
33183,10132,11485.0,5.7,36,2019-04-20,PaidOff,A
33184,3462,577585.0,8.11,36,2015-12-05,PaidOff,B
33185,3579,26723.0,6.64,24,2024-08-02,Current,B
33186,10567,132921.0,8.12,36,2016-05-20,Current,C
33187,3947,6440.0,5.4,36,2015-07-19,Current,B
33188,8986,24914.0,5.06,36,2016-03-03,Current,B
33189,8762,268216.0,7.87,48,2023-01-24,PaidOff,D
33190,3478,28081.0,4.37,24,2024-08-30,Current,A
33191,2955,11909.0,6.1,36,2017-02-13,PaidOff,B
33192,1272,12048.0,6.21,60,2021-08-31,Current,B
33193,5907,219614.0,5.55,24,2017-09-17,Current,C
33194,1491,117360.0,4.47,36,2015-02-15,PaidOff,B
33195,1017,8156.0,6.49,48,2023-09-28,Defaulted,C
33196,4837,131821.0,7.58,36,2016-08-13,Current,C
33197,6400,11498.0,4.31,48,2021-05-05,Current,B
33198,8017,18920.0,8.01,24,2018-04-16,PaidOff,C
33199,1895,74050.0,8.89,24,2020-07-19,PaidOff,D
33200,10608,17470.0,6.35,36,2019-01-06,PaidOff,B
33201,1627,888265.0,5.14,36,2022-06-17,Current,D
33202,1398,28062.0,5.05,36,2021-03-18,PaidOff,A
33203,8866,74823.0,8.54,36,2022-03-28,Current,D
33204,9055,325198.0,6.42,24,2020-04-19,PaidOff,C
33205,1839,89803.0,6.56,48,2019-02-17,PaidOff,B
33206,3400,42833.0,6.95,36,2016-06-23,PaidOff,A
33207,9690,32541.0,7.4,12,2024-08-11,Current,D
33208,4564,17021.0,4.85,24,2018-06-18,PaidOff,B
33209,7110,219001.0,8.27,36,2021-11-26,PaidOff,A
33210,6359,31039.0,5.75,24,2023-09-15,Current,B
33211,4940,99268.0,7.55,60,2021-03-13,Current,B
33212,8930,39523.0,7.1,36,2022-08-06,PaidOff,B
33213,8563,15909.0,4.93,36,2020-12-30,PaidOff,C
33214,5132,181060.0,7.0,24,2015-04-13,PaidOff,C
33215,10801,52571.0,5.05,24,2016-10-15,Defaulted,B
33216,10796,36489.0,7.02,12,2022-09-22,Current,C
33217,6118,25452.0,11.42,36,2022-06-17,Current,D
33218,8880,36860.0,6.6,24,2016-09-25,Current,D
33219,5473,31709.0,6.51,36,2022-12-21,Current,B
33220,9458,62570.0,10.53,48,2019-12-21,PaidOff,D
33221,5158,14548.0,5.75,36,2022-05-07,Current,C
33222,2052,131045.0,7.15,36,2023-07-19,Current,B
33223,3332,195742.0,8.37,36,2020-08-27,PaidOff,D
33224,10351,10415.0,8.0,36,2021-10-09,Defaulted,E
33225,9200,26829.0,6.19,48,2022-08-25,Current,B
33226,7754,10490.0,6.91,36,2016-07-23,Current,B
33227,8861,12673.0,9.65,48,2023-07-22,PaidOff,D
33228,6272,32013.0,4.81,48,2020-09-04,PaidOff,C
33229,10056,47116.0,10.33,36,2020-03-14,Current,D
33230,3877,8878.0,6.69,24,2019-05-16,PaidOff,B
33231,10398,186980.0,4.18,60,2020-05-30,Current,B
33232,6650,270246.0,7.02,24,2017-10-08,PaidOff,E
33233,3240,33380.0,4.31,12,2018-11-22,Current,A
33234,7431,45186.0,6.61,48,2024-04-28,PaidOff,A
33235,5687,87090.0,8.62,24,2018-03-17,PaidOff,B
33236,6784,132652.0,4.92,48,2023-03-30,Current,C
33237,8408,172630.0,9.3,36,2020-12-10,PaidOff,E
33238,5786,10029.0,5.82,48,2021-06-20,Current,C
33239,7526,256365.0,5.88,60,2020-03-04,Current,D
33240,5749,34251.0,8.72,24,2015-02-25,Current,E
33241,3212,32947.0,7.99,48,2024-05-24,Defaulted,D
33242,2649,71966.0,7.78,36,2015-09-26,PaidOff,B
33243,8875,71396.0,6.46,36,2015-03-18,PaidOff,B
33244,10281,501361.0,10.31,12,2021-08-17,Current,D
33245,9841,9673.0,6.03,36,2019-05-13,Current,A
33246,5332,23558.0,8.22,36,2015-01-07,PaidOff,E
33247,2150,8441.0,8.77,36,2023-04-13,PaidOff,D
33248,7365,206140.0,7.2,24,2021-11-13,PaidOff,C
33249,6252,17360.0,7.47,48,2022-12-06,Current,B
33250,4486,31084.0,8.56,36,2019-01-26,Defaulted,E
33251,5206,93647.0,5.06,24,2023-09-06,PaidOff,B
33252,9063,70073.0,7.09,48,2015-01-06,PaidOff,E
33253,10282,5111.0,5.55,60,2015-05-16,PaidOff,D
33254,3880,101953.0,6.86,36,2023-01-01,PaidOff,C
33255,7921,37856.0,6.04,36,2023-09-09,PaidOff,A
33256,7463,51822.0,8.76,48,2019-03-20,PaidOff,B
33257,9144,34150.0,6.88,12,2016-05-10,PaidOff,E
33258,9359,15562.0,6.28,36,2018-12-10,Defaulted,B
33259,5017,191912.0,6.82,36,2015-02-27,Defaulted,C
33260,3241,313435.0,5.84,36,2015-11-02,PaidOff,C
33261,7006,483864.0,9.33,24,2015-11-02,Defaulted,D
33262,8904,111881.0,9.06,48,2020-10-12,Current,B
33263,8723,10410.0,7.96,24,2020-07-26,PaidOff,C
33264,4025,39238.0,6.33,60,2019-02-22,Current,B
33265,7197,25100.0,7.19,24,2015-02-19,PaidOff,B
33266,4007,117231.0,7.11,12,2016-01-28,PaidOff,B
33267,7720,29968.0,4.93,36,2016-04-24,Current,B
33268,2724,16104.0,5.99,60,2017-02-25,PaidOff,C
33269,5932,258682.0,7.42,36,2024-10-04,Current,D
33270,8434,34441.0,8.9,48,2019-07-22,Current,C
33271,2903,146769.0,6.61,36,2019-05-18,PaidOff,C
33272,9775,27130.0,7.8,60,2021-06-20,Defaulted,B
33273,9769,91768.0,10.22,36,2024-11-11,Current,E
33274,3286,9979.0,12.14,60,2021-07-26,PaidOff,D
33275,10174,16254.0,5.69,12,2020-10-08,Current,C
33276,6586,7571.0,8.95,48,2016-09-18,Current,C
33277,6359,149221.0,8.38,24,2022-09-28,Current,C
33278,3578,8631.0,8.99,24,2016-09-26,Current,D
33279,5211,115909.0,5.95,24,2020-08-29,PaidOff,B
33280,10442,18377.0,10.04,24,2018-12-12,Defaulted,D
33281,6956,61210.0,8.09,36,2017-02-01,PaidOff,D
33282,8142,234232.0,10.71,36,2018-05-31,Current,D
33283,10672,13810.0,7.65,12,2022-09-14,Current,E
33284,8691,41812.0,7.39,24,2024-08-15,Current,B
33285,2770,8517.0,4.19,36,2022-11-29,PaidOff,A
33286,6005,10107.0,5.83,24,2019-11-25,Current,A
33287,7954,21178.0,11.11,36,2015-03-12,Current,E
33288,9368,38172.0,8.54,36,2018-01-07,Current,B
33289,6731,35467.0,6.62,24,2018-11-06,PaidOff,B
33290,8304,111350.0,9.05,48,2022-05-13,PaidOff,B
33291,4224,24913.0,5.31,48,2015-07-29,PaidOff,C
33292,6991,18310.0,8.51,36,2024-11-11,PaidOff,C
33293,7450,112447.0,6.95,36,2023-01-15,Current,C
33294,5432,36252.0,7.67,36,2018-01-26,Current,C
33295,2038,24940.0,7.74,48,2022-03-07,Current,C
33296,9708,26969.0,6.01,36,2022-03-27,PaidOff,A
33297,10519,374086.0,8.04,48,2018-02-02,PaidOff,E
33298,8500,58477.0,5.81,24,2016-07-15,Current,A
33299,10918,37575.0,6.37,36,2018-04-20,PaidOff,E
33300,6354,14597.0,8.82,36,2020-10-07,PaidOff,D
33301,3891,122705.0,6.3,36,2022-08-09,Current,B
33302,8785,54912.0,4.9,12,2020-06-03,Current,B
33303,6197,7972.0,8.23,36,2019-04-27,PaidOff,A
33304,5831,58822.0,8.37,60,2015-03-14,Defaulted,C
33305,2890,19644.0,7.11,48,2022-11-29,Current,C
33306,4995,129909.0,7.55,60,2018-05-13,PaidOff,B
33307,7654,114863.0,6.93,48,2017-01-24,Current,A
33308,5826,116455.0,5.92,48,2017-11-25,Defaulted,A
33309,10021,13404.0,6.11,48,2019-06-12,Current,C
33310,10145,16037.0,5.17,36,2018-11-18,PaidOff,A
33311,8456,7709.0,6.71,60,2017-07-09,PaidOff,B
33312,3280,51894.0,7.47,36,2016-04-14,PaidOff,B
33313,1037,40522.0,5.99,36,2021-09-13,PaidOff,C
33314,7408,75931.0,6.44,60,2020-05-03,PaidOff,C
33315,3521,133869.0,13.36,48,2021-09-21,Current,D
33316,2092,9881.0,7.89,48,2018-05-11,PaidOff,B
33317,7324,23864.0,8.41,36,2015-03-10,Current,E
33318,2154,87822.0,5.46,36,2017-10-19,PaidOff,B
33319,1988,8143.0,4.88,48,2018-06-20,Current,A
33320,10464,26166.0,6.9,36,2024-09-28,PaidOff,C
33321,3367,23578.0,6.11,60,2023-03-20,Defaulted,B
33322,6518,139068.0,8.02,36,2020-08-20,PaidOff,B
33323,5557,43988.0,9.28,36,2021-02-26,PaidOff,D
33324,1554,38031.0,5.97,36,2015-01-25,PaidOff,C
33325,2619,371618.0,9.81,12,2022-07-06,PaidOff,E
33326,9061,32913.0,5.79,60,2019-04-23,PaidOff,B
33327,4222,8056.0,6.68,48,2022-05-27,PaidOff,B
33328,8660,535526.0,7.05,36,2023-05-05,Current,C
33329,9851,9599.0,6.77,36,2017-02-11,Current,B
33330,2791,169646.0,9.66,36,2015-12-05,Current,D
33331,9269,96935.0,4.09,24,2019-08-28,Current,B
